7.613862305879592896e-02	1.916697770357131958e-01	5.455088019371032715e-01	2.894543707370758057e-01	-1.626030504703521729e-01	-1.509620547294616699e-01	4.231658875942230225e-01	7.140755653381347656e-01	-5.653628706932067871e-01	-8.663075417280197144e-02
1.219705399125814438e-02	5.174906849861145020e-01	5.736570358276367188e-01	3.615194559097290039e-01	4.311262667179107666e-01	-1.304030865430831909e-01	1.229909509420394897e-01	5.073183774948120117e-01	-3.227559626102447510e-01	3.367270231246948242e-01
5.427634716033935547e-01	4.390474557876586914e-01	6.421862840652465820e-01	-1.058353260159492493e-01	7.029392123222351074e-01	5.513910651206970215e-01	2.178823053836822510e-01	8.197824954986572266e-01	5.112132430076599121e-01	1.031587123870849609e-01
3.071393966674804688e-01	2.890575826168060303e-01	-5.132621899247169495e-02	4.209550321102142334e-01	6.133666634559631348e-01	-4.222180247306823730e-01	3.093529641628265381e-01	7.545157670974731445e-01	-7.765586972236633301e-01	1.011827439069747925e-01
2.438350766897201538e-01	5.348545908927917480e-01	8.770401030778884888e-02	2.191281020641326904e-01	3.477239310741424561e-01	-5.771945714950561523e-01	9.338965415954589844e-01	8.175466656684875488e-01	-2.415408492088317871e-01	2.378647178411483765e-01
6.648870110511779785e-01	1.993151009082794189e-01	6.044576764106750488e-01	-4.098734259605407715e-01	9.828808903694152832e-01	5.932887792587280273e-01	3.844089210033416748e-01	6.887855529785156250e-01	4.531259834766387939e-01	1.735880970954895020e-01
5.541186332702636719e-01	5.983250737190246582e-01	9.999746829271316528e-02	4.175854921340942383e-01	4.620311856269836426e-01	-1.879650056362152100e-01	3.002991974353790283e-01	5.872821807861328125e-01	-6.572237610816955566e-01	1.657561361789703369e-01
-1.851954380981624126e-03	2.806087136268615723e-01	1.551285386085510254e-01	3.081236779689788818e-01	6.230929493904113770e-01	-8.830371499061584473e-02	5.654668807983398438e-02	7.961238026618957520e-01	-2.461731284856796265e-01	-1.191671639680862427e-01
9.927718043327331543e-01	4.258527755737304688e-01	8.681929111480712891e-01	-1.516710072755813599e-01	4.705118834972381592e-01	-2.076572738587856293e-02	2.114328384399414062e+00	-2.106330096721649170e-01	2.561919391155242920e-01	8.845057338476181030e-02
-2.040337175130844116e-01	2.212038338184356689e-01	4.555673897266387939e-01	6.048066616058349609e-01	6.233278512954711914e-01	-1.377895474433898926e-01	-1.951950341463088989e-01	7.552341222763061523e-01	-6.773151755332946777e-01	2.684212625026702881e-01
6.298925876617431641e-01	3.159436285495758057e-01	3.699249029159545898e-01	-6.434453278779983521e-02	3.573400676250457764e-01	-2.363458126783370972e-01	1.080462694168090820e+00	2.129701972007751465e-01	-1.134894043207168579e-01	7.734259217977523804e-02
2.641911208629608154e-01	1.170734286308288574e+00	5.943387150764465332e-01	-8.335550874471664429e-02	6.653596758842468262e-01	-1.655641347169876099e-01	2.189394235610961914e-01	5.496304035186767578e-01	-1.569817066192626953e-01	3.755841255187988281e-01
